"","ID","K.R1L1","K.R1L3","K.R1L7","L.R1L2","L.R1L4","L.R1L6","logFC","AveExpr","t","pVal","adjPVal","B"
"1","12039",203,240,209,24372,24377,23453,-7.50407748716394,10.3660270062865,-117.268792847619,1.40927119666877e-26,2.28823364203109e-22,50.6200702676174
"2","13177",285,302,280,4947,4995,4787,-4.79832839803313,9.4261303502724,-110.307048356879,4.06429895995872e-26,3.29960111064249e-22,49.9203086828157
"3","5961",1279,1313,1317,4712,4798,4600,-2.56638617557616,10.4808674228437,-102.927536440885,1.34687470610402e-25,6.5349222913975e-22,49.0078259057274
"4","6167",922,970,901,6624,6837,6651,-3.56112427812094,10.4938864998571,-101.871812648156,1.60988416367494e-25,6.5349222913975e-22,48.8707232424604
"5","5848",194,195,158,10997,11004,10722,-6.61649550964599,9.66747842754766,-94.8021676244855,5.58652083616064e-25,1.8141667763348e-21,47.2111636367519
"6","17748",1047,994,937,4108,4061,3866,-2.72945726373124,10.169179198061,-92.6563864189403,8.30070050611159e-25,2.24630790196223e-21,47.2062722887717
"7","16971",387,378,347,25880,25806,24698,-6.81514734224522,10.792177407064,-90.6665243223511,1.20830076533323e-24,2.80273993238794e-21,46.8375956921633
"8","4663",89,106,93,6808,6906,6556,-6.84645212868139,8.86230385040044,-89.0827822075919,1.6387914276726e-24,3.32613205138999e-21,45.5569035211521
"9","13524",849,939,855,3069,3082,2971,-2.50124827947128,9.88338751216546,-86.3407725324402,2.81387497311082e-24,5.07654310426671e-21,45.9915910072335
"10","18147",115,125,132,6102,6165,5996,-6.32932815721175,8.97184428485776,-85.2714868248275,3.4904312324509e-24,5.66741319213053e-21,45.2316161500589
"11","1216",7334,7494,6959,284,272,272,4.00145599738685,9.67536829784007,83.573710934604,4.94174170096708e-24,5.6755748295388e-21,45.3956790520301
"12","13312",9189,9250,8650,9336,9254,8852,-0.732983089049712,12.3564935824499,-83.2879533738415,5.24318669970327e-24,5.6755748295388e-21,44.1610897865652
"13","2170",234,246,236,3003,3054,2839,-4.34671647684518,8.92466462212669,-84.5448801030186,4.04700894186598e-24,5.6755748295388e-21,45.5179972765162
"14","2392",106,134,98,9413,9352,9101,-7.08158801624063,9.2024328360171,-84.2813061796886,4.27148035495667e-24,5.6755748295388e-21,44.9534539909779
"15","3469",438,513,424,3165,3201,3060,-3.49257305787631,9.43423476841122,-83.5169266913859,5.00015046001774e-24,5.6755748295388e-21,45.4508375370734
"16","9408",828,794,763,3398,3430,3157,-2.77990161959588,9.87450516019121,-81.9475069234124,6.94074238682816e-24,7.04355213343306e-21,45.0830708198761
"17","13952",798,827,772,3087,3167,3130,-2.68186488447368,9.833919612277,-80.4968157976954,9.45125250073183e-24,9.02705805025781e-21,44.769681842148
"18","15281",710,744,656,24276,24021,23131,-5.79472130447368,11.20519757704,-79.6044864925281,1.14594683207291e-23,1.03370770624266e-20,44.5655526827914
"19","11362",52,56,58,7566,7532,7233,-7.77556823291598,8.5387372590249,-79.3518218373916,1.21067279116067e-23,1.03461547947767e-20,43.0247991394273
"20","15286",86,83,83,4405,4392,4141,-6.38855254335065,8.44445397472195,-77.3422963516077,1.88602437244369e-23,1.45825608263658e-20,43.3319172007063
"21","3573",296,326,282,2234,2209,2125,-3.57399630241714,8.87276572711368,-77.3873323360105,1.86714664729954e-23,1.45825608263658e-20,44.1018136762572
"22","19638",66,74,76,5194,5200,5061,-6.86866071582408,8.46120410276554,-76.9115639257497,2.07711367608854e-23,1.46635194602825e-20,43.0439489917072
"23","2876",854,871,832,2474,2500,2444,-2.25003599805979,9.71111310747317,-77.0226722174777,2.02593931944e-23,1.46635194602825e-20,43.9914839204603
"24","8747",292,284,264,2384,2457,2272,-3.79441161275339,8.8778409428485,-76.7163421239688,2.1703686242625e-23,1.4683448063396e-20,43.9439647138032
"25","2107",210,192,204,2488,2493,2356,-4.31103220259436,8.6654379929073,-75.8413873442918,2.64614758598705e-23,1.71861993414687e-20,43.6640908999747
"26","12228",320,328,323,2584,2741,2568,-3.73518656178818,9.05791905883655,-74.3296385413154,3.7471218711201e-23,2.15628556689144e-20,43.4303796469353
"27","17163",348,342,301,3160,3082,2878,-3.91552934804842,9.17512428864291,-74.4846342078314,3.61466218121652e-23,2.15628556689144e-20,43.4689749190143
"28","19870",4115,4132,3923,7135,7057,6472,-1.47825600235365,11.5743761658493,-74.0545767912849,3.99498896477789e-23,2.15628556689144e-20,42.5740175192099
"29","835",632,681,622,3534,3396,3178,-3.09822478929255,9.73225137038991,-73.9805710857391,4.06459729176939e-23,2.15628556689144e-20,43.313063973026
"30","9008",6446,6624,6242,134,120,114,4.99598425338994,9.00369877593507,73.925920993381,4.11682284742469e-23,2.15628556689144e-20,43.0165306589835
"31","9360",220,240,238,2226,2294,2197,-3.97922375961943,8.70356326061915,-73.9467440512539,4.09684040177192e-23,2.15628556689144e-20,43.2849852193781
"32","11769",60,58,64,4313,4318,4176,-6.84248957841536,8.20372074840106,-73.4937532803413,4.55567600751627e-23,2.3115784791888e-20,42.1391606456725
"33","11449",88,105,102,7108,7044,6968,-6.87256816997817,8.90921017484525,-72.6593841306552,5.54901656320499e-23,2.73028430111392e-20,42.5709862036218
"34","5616",130,130,124,3570,3558,3572,-5.50857741594285,8.61005481420229,-71.9023246828725,6.6495484125068e-23,3.17555051687861e-20,42.5946313082972
"35","5847",295,294,257,17941,18125,17644,-6.70064859812519,10.3406794164308,-71.5391731694541,7.25732082091181e-23,3.36677480483272e-20,42.772665989729
"36","10579",129,102,101,8568,8367,8177,-6.95809036511158,9.11621817793299,-71.1349001356902,8.0036418326839e-23,3.60986478992468e-20,42.3368178579019
"37","1248",170,189,180,2161,2229,2166,-4.31573680300482,8.49997364351,-70.7379502942379,8.81582780340004e-23,3.86871881199477e-20,42.4721270838681
"38","18566",49,66,50,5142,5162,5004,-7.2464757739596,8.25613363909667,-69.4734835675449,1.20379147714928e-22,4.83801338963456e-20,41.1878091903074
"39","18973",192,213,151,9971,9685,9457,-6.43031971580976,9.59087706932638,-69.4142822909955,1.22164530994037e-22,4.83801338963456e-20,42.1881259143909
"40","3561",60,64,57,3682,3680,3612,-6.62444602584277,8.08822517038563,-69.5075622555285,1.19363939747302e-22,4.83801338963456e-20,41.3385859328009
"41","3742",1715,1762,1718,3362,3329,3330,-1.66170195740472,10.4392532122204,-69.5781996978458,1.17288365053651e-22,4.83801338963456e-20,41.9569999536721
"42","1614",53,47,42,5011,4978,4776,-7.40426244839212,8.12630110058227,-69.2732421177223,1.26531783136054e-22,4.89165848280977e-20,40.9013812121512
"43","11918",53,49,48,3781,3729,3618,-6.91442600206856,7.96404244340613,-67.3670170308682,2.04857664919832e-22,7.73552071000769e-20,40.6123349191777
"44","14440",410,465,413,2090,2198,2111,-3.02616302838682,9.10907345101031,-66.7434127264968,2.40538926036425e-22,8.67917898234095e-20,41.5690044664375
"45","4988",354,338,342,2310,2268,2320,-3.45048089462981,9.00619650997429,-66.784942181493,2.37969537773479e-22,8.67917898234095e-20,41.5909439999319
"46","13178",210,187,201,2417,2338,2210,-4.25565707475367,8.61778614736845,-65.999160690353,2.91918218772739e-22,1.03040785178543e-19,41.3465217081197
"47","8742",73,74,58,6640,6514,6462,-7.28880135186469,8.59273831374359,-64.180924630144,4.72808282007182e-22,1.6334017180746e-19,40.3241855809367
"48","13210",1341,1317,1273,2763,2651,2623,-1.74565548031925,10.0787975959255,-63.4883739521718,5.70170457181375e-22,1.92872035692791e-19,40.4296350896002
"49","14094",2722,2898,2550,4110,4225,4126,-1.32265861626423,10.9219852803575,-62.8315689237386,6.82250901637569e-22,2.17209958625279e-19,39.9014860446211
"50","19743",50,52,44,2951,2996,2800,-6.60581561971939,7.76979786164093,-62.854956140161,6.77883465564625e-22,2.17209958625279e-19,39.5861514760532
"51","19744",50,52,44,2951,2996,2800,-6.60581561971939,7.76979786164093,-62.854956140161,6.77883465564625e-22,2.17209958625279e-19,39.5861514760532
"52","17537",80,74,70,4031,3960,3691,-6.41101983471064,8.28517146722578,-62.7024747111428,7.06900014378583e-22,2.20729529489712e-19,40.0503707964609
"53","19921",72,84,65,2807,2713,2620,-5.91188144321215,8.01228002709979,-62.5834977148159,7.30452127734775e-22,2.23780211283576e-19,39.9968066759186
"54","803",229,223,247,1832,1805,1812,-3.6771030564783,8.55369071463658,-61.9025147147861,8.8222792772384e-22,2.65272867823185e-19,40.275963042337
"55","14046",944,1069,1001,2404,2433,2342,-1.96716441754485,9.80517980042713,-61.6978950637384,9.34095767556336e-22,2.7576205414204e-19,40.0061251817289
"56","4752",74,86,79,1961,1894,1853,-5.28514578038811,7.81514864804735,-61.2654840059459,1.05460951484727e-21,3.05780262367413e-19,39.7229901208692
"57","11462",41,40,35,3550,3485,3403,-7.18893070084725,7.73353818206104,-60.7010564714412,1.23719749917326e-21,3.52427645510108e-19,38.7410586048168
"58","16412",410,452,385,1612,1585,1577,-2.650476765241,8.87427701355517,-60.2250123363969,1.41718310585146e-21,3.96737967063967e-19,39.7820650031599
"59","4979",86,95,92,1607,1583,1584,-4.83586284743838,7.78259789588507,-59.7836787035072,1.60888912024259e-21,4.42771739752186e-19,39.420308799384
"60","3585",4277,4523,4132,658,694,661,1.96898918092758,9.93897926678213,59.5103132467947,1.74123776466855e-21,4.63483239097102e-19,39.4301597933162
"61","804",542,568,545,1777,1800,1817,-2.41727902438069,9.16771989509127,-59.5445510281256,1.72404900276413e-21,4.63483239097102e-19,39.5341336922446
"62","20525",252,259,228,1272,1258,1231,-3.05980529274871,8.32595895936233,-59.3077575979273,1.84670689741932e-21,4.83628707958025e-19,39.5420546736586
"63","6168",658,696,662,1860,1942,1906,-2.21453562336268,9.35058548863976,-59.1787211061367,1.91740149033527e-21,4.94172190453553e-19,39.3816603233975
"64","10576",66,57,57,3853,3697,3570,-6.65501784393266,8.09254896473188,-58.8068676986568,2.1376039776459e-21,5.42316809141195e-19,38.8643305537173
"65","4269",52,65,51,4198,4056,3872,-6.88040416857652,8.10295489265296,-57.8076492090148,2.87261857262675e-21,7.17580119442162e-19,38.5332269968746
"66","12882",52,63,42,2413,2416,2320,-6.22297475283479,7.6684980423524,-57.6502279649464,3.01091859594289e-21,7.40464673985171e-19,38.3996682208087
"67","19742",48,35,42,3674,3761,3617,-7.178177767919,7.82384759183158,-57.6011765910451,3.05543715938945e-21,7.40464673985171e-19,38.1148842663449
"68","5467",176,187,156,1262,1304,1265,-3.59593835045118,8.0839939065896,-57.5405984905471,3.11137992583907e-21,7.42933468468367e-19,38.9981028197887
"69","13017",221,252,221,1260,1276,1186,-3.13589407712875,8.27259211761745,-57.3191173909932,3.32531086642281e-21,7.82508297653728e-19,38.9548004207904
"70","9323",62,65,59,5195,5476,5194,-7.11676842256768,8.37361871639639,-57.0874612716221,3.5657972137754e-21,8.27112133715302e-19,38.4471797600626
"71","10606",56,54,61,1993,2002,1855,-5.80252817821822,7.59332953933636,-56.8415867422518,3.84127865616263e-21,8.78462556902995e-19,38.2822236699987
"72","6804",5801,5786,5388,176,209,170,4.22132060394513,9.20452416788553,56.6427033018678,4.08055849372431e-21,9.20222614758356e-19,38.7486047077377
"73","9184",344,381,333,1288,1279,1230,-2.55696303208145,8.59102421792942,-56.4834295375563,4.28353712823239e-21,9.52764278782319e-19,38.6836338290819
"74","9320",72,82,81,1457,1423,1414,-4.89963433302356,7.59806260103568,-56.4274998582237,4.35732405512723e-21,9.56079333555418e-19,38.4057918588088
"75","122",115,144,115,1669,1753,1710,-4.49195120888303,8.05711349798542,-56.0214254590965,4.93505662400909e-21,1.06840685872048e-18,38.4921020819768
"76","4753",38,39,30,2807,2739,2676,-6.96375965962845,7.50083941663995,-55.0117506228664,6.75209106449172e-21,1.42941022579557e-18,37.228638627259
"77","4874",134,149,130,1084,1091,1014,-3.65928129453804,7.78794444604004,-54.9992318025526,6.77862828024013e-21,1.42941022579557e-18,38.1954113744625
"78","1747",36,34,38,2266,2281,2138,-6.6501342846696,7.36206152884282,-54.8095408569129,7.19451477611633e-21,1.49765815922822e-18,37.1935985820937
"79","5459",33,41,39,2348,2422,2276,-6.66356913418141,7.43002478050952,-54.7036053724702,7.43843812461067e-21,1.52883442821903e-18,37.2288115333193
"80","1564",41,30,39,4087,4204,3908,-7.50526232401067,7.80325185417384,-53.9507715220903,9.44478370477338e-21,1.91693691268007e-18,36.9970896189359
"81","6149",38,33,34,2126,2092,2007,-6.58712183590251,7.29011570798248,-53.8367595186884,9.79541742342345e-21,1.96355793461885e-18,36.8949477249563
"82","8547",167,141,120,1500,1475,1416,-4.07930278394051,8.03912138338521,-53.0902523912299,1.24596015512066e-20,2.46715305349928e-18,37.6133603443562
"83","8437",227,227,227,1093,1146,1046,-2.98195238660793,8.17018594777311,-53.0443300331847,1.26467456259795e-20,2.47403865938589e-18,37.6202366246342
"84","3572",71,78,63,1247,1203,1195,-4.81062627677673,7.4045420757248,-52.6537991937705,1.43636555414881e-20,2.77646041698979e-18,37.2353714327624
"85","5573",4682,4838,4659,58,64,64,5.52854510162555,8.29250313871982,52.4940725768006,1.51353971546209e-20,2.89121698352447e-18,37.136698715687
"86","12439",16643,17424,16509,5573,5606,5351,0.898516623048256,12.4413870996265,51.9107361834136,1.83478911519845e-20,3.46412451900898e-18,35.7309556593653
"87","11845",224,232,196,1040,1019,976,-2.93179765958961,8.08017672118829,-51.3316363551248,2.22584217147213e-20,4.11204807019769e-18,37.0549053315006
"88","9183",254,244,249,1136,1114,1034,-2.84881814818826,8.23637034113311,-51.3279254498638,2.22861507776927e-20,4.11204807019769e-18,37.0466415981761
"89","13295",187,202,208,1505,1614,1602,-3.69526808736966,8.33637809282342,-50.8546963287003,2.6139981945923e-20,4.6678492235453e-18,36.8936282714988
"90","1690",8344,8623,8451,390,376,357,3.78351162644197,10.0059960625209,50.8700064414738,2.60048454818848e-20,4.6678492235453e-18,36.7840235554306
"91","21282",233,262,260,1204,1216,1228,-2.98630930049813,8.31947434676277,-50.8523356918558,2.61608843593411e-20,4.6678492235453e-18,36.8821828520845
"92","12667",82,102,73,1632,1575,1469,-4.90040336039364,7.7173130596977,-50.7561240324542,2.70280150150507e-20,4.71885892257395e-18,36.7398954863282
